,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
83,sub003,3,86,166,C,0.0,,1,0.3333571129996926,,172.00641537900037,173.0231793820003,173.923113629,26
84,sub003,3,87,168,,0,,,,,,,,
85,sub003,3,88,170,,0,,,,,,,,
86,sub003,3,89,172,A,0.0,,1,0.3666733810000551,,178.00646636400006,179.02323396600013,179.92314774800025,27
87,sub003,3,90,174,,0,,,,,,,,
88,sub003,3,91,176,,0,,,,,,,,
89,sub003,3,92,178,D,0.0,,2,0.33333692299993345,,184.006503994,185.02327931200034,185.9231786710002,28
90,sub003,3,93,180,,0,,,,,,,,
91,sub003,3,94,182,,0,,,,,,,,
92,sub003,3,95,184,B,0.0,,2,0.633361813999727,,190.00654916800022,191.0233058650001,191.9232328410003,29
93,sub003,3,96,186,,0,,,,,,,,
94,sub003,3,97,188,C,0.0,,1,0.4166894360000697,,194.00657628199997,195.02333914600013,195.92325485300034,30
95,sub003,3,98,190,,0,,,,,,,,
96,sub003,3,99,192,B,0.0,,2,0.466675572999975,,198.00661222600002,199.02337092900007,199.9232915030002,31
97,sub003,3,100,194,,0,,,,,,,,
98,sub003,3,101,196,A,0.0,,1,0.40002128300011464,,202.00663621600006,203.02341230399998,203.923307689,32
99,sub003,3,102,198,,0,,,,,,,,
100,sub003,3,103,200,,0,,,,,,,,
101,sub003,3,104,202,,0,,,,,,,,
102,sub003,3,105,204,B,0.0,,2,0.4666777249999541,,210.00669816400023,211.02347379399998,211.92337336000037,33
103,sub003,3,106,206,,0,,,,,,,,
104,sub003,3,107,208,,0,,,,,,,,
105,sub003,3,108,210,,0,,,,,,,,
106,sub003,3,109,212,D,0.0,,2,0.433358404000046,,218.00674833600033,219.02351398700011,219.92342405499994,34
107,sub003,3,110,214,,0,,,,,,,,
108,sub003,3,111,216,A,0.0,,1,0.33334110900023006,,222.00678414599997,223.02353728700018,223.92346686100018,35
109,sub003,3,112,218,,0,,,,,,,,
110,sub003,3,113,220,D,0.0,,2,0.35001067699977284,,226.00680720000037,227.02357516700022,227.92348995500015,36
111,sub003,3,114,222,,0,,,,,,,,
112,sub003,3,115,224,,0,,,,,,,,
113,sub003,3,116,226,B,0.0,,2,0.48348096199970314,,232.00685686700035,233.02362298700018,233.92353443699994,37
114,sub003,3,117,228,,0,,,,,,,,
115,sub003,3,118,230,C,0.0,,1,0.3333970009998666,,236.00687687200025,237.0236452250001,237.92358770300007,38
116,sub003,3,119,232,,0,,,,,,,,
117,sub003,3,120,234,A,0.0,,1,0.4834747229997447,,240.00691810800026,241.02367927100022,241.92360029200017,39
118,sub003,3,121,236,,0,,,,,,,,
119,sub003,3,122,238,,0,,,,,,,,
120,sub003,3,123,240,B,0.0,,2,0.36666867400026604,,246.00696125800005,247.02371416799997,247.92364221900016,40
121,sub003,3,124,242,,0,,,,,,,,
122,sub003,3,125,244,,0,,,,,,,,
123,sub003,3,126,246,A,0.0,,1,0.4000195509997866,,252.0070063520002,253.02376107400005,253.92368866300012,41
124,sub003,3,127,248,,0,,,,,,,,
125,sub003,3,128,250,,0,,,,,,,,
126,sub003,3,129,252,,0,,,,,,,,
127,sub003,3,130,254,C,0.0,,1,0.34999484799982383,,260.0070809910003,261.02382115499995,261.92374716700033,42
128,sub003,3,131,256,,0,,,,,,,,
129,sub003,3,132,258,D,0.0,,2,0.4000084389999756,,264.0070934680002,265.0238598670003,265.92377680200025,43
130,sub003,3,133,260,,0,,,,,,,,
131,sub003,3,134,262,,0,,,,,,,,
132,sub003,3,135,264,B,0.0,,2,0.4000394380000216,,270.00714049800035,271.02390406199993,271.92382384600023,44
133,sub003,3,136,266,,0,,,,,,,,
134,sub003,3,137,268,A,0.0,,1,0.3833351869998296,,274.0071752980002,275.02393233700013,275.92384996600003,45
135,sub003,3,138,270,,0,,,,,,,,
136,sub003,3,139,272,D,0.0,,2,0.35000446999993073,,278.007214277,279.0239673660003,279.92387499999995,46
137,sub003,3,140,274,,0,,,,,,,,
138,sub003,3,141,276,,0,,,,,,,,
139,sub003,3,142,278,C,0.0,,1,0.3166584360001252,,284.007261408,285.0240081940001,285.9239207370001,47
140,sub003,3,143,280,,0,,,,,,,,
141,sub003,3,144,282,,0,,,,,,,,
142,sub003,3,145,284,,0,,,,,,,,
143,sub003,3,146,286,,0,,,,,,,,
144,sub003,3,147,288,,0,,,,,,,,
